Game_ID,Season_ID,Team_ID,Player_ID,Position_Group,Position,Game_Date,Home_Team,Away_Team,Event_Type,Shot_Made,Action_Type,Shot_Type,Basic_Zone,Zone_Name,Zone_Abb,Zone_Range,Loc_X,Loc_Y,Shot_Distance,Quarter,Mins_Left,Secs_Left,shot_id
20801228,63,51,3815,G,SG,2009-04-15,LAC,OKC,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-4.2,27.25,22.0,2,1,31,28
20801223,63,51,3449,F,SF,2009-04-15,MIA,DET,Missed Shot,0,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-24.1,5.95,24.0,2,1,36,29
20801221,63,51,3833,F,PF,2009-04-15,IND,MIL,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.2,5.35,0.0,2,3,57,30
20801225,63,51,3794,F,PF,2009-04-15,NYK,NJN,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,2,58,31
20801220,63,51,3194,G,SG,2009-04-15,DAL,HOU,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,16-24 ft.,-16.3,7.15,16.0,2,0,20,32
20801228,63,51,3311,G,PG,2009-04-15,LAC,OKC,Made Shot,1,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-5.9,17.35,13.0,2,1,21,33
20801217,63,51,3784,C,C,2009-04-15,BOS,WAS,Made Shot,1,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-2.4,10.35,5.0,2,3,42,34
20801217,63,51,3247,G,PG,2009-04-15,BOS,WAS,Made Shot,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-8.8,27.95,24.0,2,3,25,35
20801223,63,51,3570,F,PF,2009-04-15,MIA,DET,Made Shot,1,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.0,14.35,9.0,2,1,24,36
20801229,63,51,3844,F,PF,2009-04-15,PHX,GSW,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,5,35,37
20801219,63,51,3171,G,PG,2009-04-15,CLE,PHI,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.1,5.65,1.0,2,0,1,38
20801220,63,51,3116,F,PF,2009-04-15,DAL,HOU,Missed Shot,0,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,6.5,6.95,6.0,2,0,6,39
20801229,63,51,3797,F,PF,2009-04-15,PHX,GSW,Missed Shot,0,Tip Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,5,31,40
20801223,63,51,3449,F,SF,2009-04-15,MIA,DET,Missed Shot,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side,L,8-16 ft.,6.4,12.45,9.0,2,0,58,41
20801221,63,51,3465,G,PG,2009-04-15,IND,MIL,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.7,25.35,20.0,2,3,35,42
20801224,63,51,3506,G,PG,2009-04-15,MIN,SAC,Missed Shot,0,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,2,13,43
20801217,63,51,3561,G,SG,2009-04-15,BOS,WAS,Made Shot,1,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.2,6.15,0.0,2,3,10,44
20801219,63,51,3500,F,SF,2009-04-15,CLE,PHI,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.5,6.15,1.0,2,0,0,45
20801223,63,51,3786,G,PG,2009-04-15,MIA,DET,Missed Shot,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,0,50,46
20801227,63,51,3416,F,SF,2009-04-15,SAS,NOH,Made Shot,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.0,19.05,24.0,2,0,7,47
20801222,63,51,3835,C,C,2009-04-15,MEM,ATL,Made Shot,1,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.9,11.25,6.0,3,11,41,48
20801228,63,51,3770,F,SF,2009-04-15,LAC,OKC,Made Shot,1,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,1,19,49
20801223,63,51,3519,F,SF,2009-04-15,MIA,DET,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,16.3,5.95,16.0,2,0,41,50
20801224,63,51,3710,G,SG,2009-04-15,MIN,SAC,Made Shot,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-16.6,24.45,25.0,2,1,58,51
20801226,63,51,3473,G,SG,2009-04-15,ORL,CHA,Made Shot,1,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,22.9,11.95,23.0,2,2,12,52
20801228,63,51,3839,G,PG,2009-04-15,LAC,OKC,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,10.0,22.05,19.0,2,1,3,53
20801225,63,51,3265,G,PG,2009-04-15,NYK,NJN,Made Shot,1,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,2,43,54
20801219,63,51,3665,G,PG,2009-04-15,CLE,PHI,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,16-24 ft.,-17.9,14.35,20.0,3,11,46,55
20801228,63,51,3849,G,PG,2009-04-15,LAC,OKC,Missed Shot,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,1.3,10.55,5.0,2,0,50,56
20801223,63,51,3570,F,PF,2009-04-15,MIA,DET,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-10.3,21.45,19.0,2,0,27,57
20801222,63,51,3713,F,SF,2009-04-15,MEM,ATL,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-13.5,18.35,18.0,3,10,43,58
20801223,63,51,3662,G,PG,2009-04-15,MIA,DET,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.7,22.85,21.0,2,0,9,59
20801228,63,51,3849,G,PG,2009-04-15,LAC,OKC,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,0,48,60
20801217,63,51,3784,C,C,2009-04-15,BOS,WAS,Missed Shot,0,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.4,29.95,24.0,2,2,46,61
20801221,63,51,3584,F,PF,2009-04-15,IND,MIL,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-11.1,14.55,14.0,2,3,3,62
20801227,63,51,3416,F,SF,2009-04-15,SAS,NOH,Missed Shot,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.1,22.05,23.0,3,11,15,63
20801219,63,51,3791,F,PF,2009-04-15,CLE,PHI,Missed Shot,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.0,14.65,9.0,3,11,23,64
20801225,63,51,3794,F,PF,2009-04-15,NYK,NJN,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-12.2,20.35,19.0,2,2,11,65
20801220,63,51,3428,C,C,2009-04-15,DAL,HOU,Missed Shot,0,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,12.5,8.05,12.0,2,0,0,66
20801224,63,51,3710,G,SG,2009-04-15,MIN,SAC,Missed Shot,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.9,25.05,25.0,2,1,33,67
20801226,63,51,3094,F,PF,2009-04-15,ORL,CHA,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-6.2,19.75,15.0,2,1,18,68
20801225,63,51,3628,G,PG,2009-04-15,NYK,NJN,Missed Shot,0,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,22.8,2.85,22.0,2,1,54,69
20801219,63,51,3791,F,PF,2009-04-15,CLE,PHI,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.4,5.55,0.0,3,11,19,70
20801229,63,51,2863,F,SF,2009-04-15,PHX,GSW,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,6.8,20.95,17.0,2,5,20,71
20801230,63,51,3583,F,PF,2009-04-15,POR,DEN,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,11.4,20.85,19.0,2,1,37,72
20801228,63,51,3383,F,SF,2009-04-15,LAC,OKC,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,0,25,73
20801219,63,51,2959,C,C,2009-04-15,CLE,PHI,Made Shot,1,Tip Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.2,4.95,0.0,3,11,17,74
20801225,63,51,3265,G,PG,2009-04-15,NYK,NJN,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,7.5,21.75,18.0,2,1,33,75
20801227,63,51,3585,G,PG,2009-04-15,SAS,NOH,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,4.95,0.0,3,10,40,76
20801226,63,51,3473,G,SG,2009-04-15,ORL,CHA,Missed Shot,0,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.6,11.55,24.0,2,0,49,77
20801228,63,51,3311,G,PG,2009-04-15,LAC,OKC,Made Shot,1,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,0,16,78
20801229,63,51,2863,F,SF,2009-04-15,PHX,GSW,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,4,47,79
20801230,63,51,3489,F,SF,2009-04-15,POR,DEN,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,21.3,8.25,21.0,2,0,58,80
20801220,63,51,3428,C,C,2009-04-15,DAL,HOU,Made Shot,1,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,3,11,43,81
20801228,63,51,3383,F,SF,2009-04-15,LAC,OKC,Missed Shot,0,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,24.2,3.55,24.0,2,0,0,82
20801222,63,51,3842,G,SG,2009-04-15,MEM,ATL,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-10.8,21.95,19.0,3,10,13,83
20801219,63,51,3791,F,PF,2009-04-15,CLE,PHI,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,16.3,11.05,17.0,3,10,38,84
20801219,63,51,3665,G,PG,2009-04-15,CLE,PHI,Missed Shot,0,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.7,7.55,23.0,3,10,16,85
20801223,63,51,3662,G,PG,2009-04-15,MIA,DET,Made Shot,1,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.9,42.15,42.0,2,0,0,86
20801227,63,51,3416,F,SF,2009-04-15,SAS,NOH,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,16.9,15.15,19.0,3,10,15,87
20801222,63,51,3843,F,PF,2009-04-15,MEM,ATL,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,3,9,52,88
20801220,63,51,3774,F,PF,2009-04-15,DAL,HOU,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,15.3,6.75,15.0,3,11,3,89
20801230,63,51,3583,F,PF,2009-04-15,POR,DEN,Made Shot,1,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,2,0,27,90
20801218,63,51,3812,G,PG,2009-04-15,CHI,TOR,Missed Shot,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-2.3,15.95,10.0,2,2,9,91
20801219,63,51,3500,F,SF,2009-04-15,CLE,PHI,Missed Shot,0,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-4.5,13.85,9.0,3,10,7,92
20801220,63,51,3428,C,C,2009-04-15,DAL,HOU,Missed Shot,0,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-5.8,8.95,6.0,3,10,58,93
20801222,63,51,3713,F,SF,2009-04-15,MEM,ATL,Made Shot,1,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,5.25,0.0,3,9,46,94
20801224,63,51,3830,C,C,2009-04-15,MIN,SAC,Missed Shot,0,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,-5.8,11.35,8.0,2,0,46,95
20801219,63,51,3001,C,C,2009-04-15,CLE,PHI,Missed Shot,0,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,6.45,1.0,3,9,56,96
20801221,63,51,3306,G,SG,2009-04-15,IND,MIL,Made Shot,1,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,15.3,16.05,18.0,2,2,6,97
20801228,63,51,3549,C,C,2009-04-15,LAC,OKC,Missed Shot,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,8.9,22.55,19.0,3,11,41,98
20801220,63,51,3454,F,SF,2009-04-15,DAL,HOU,Missed Shot,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side,L,8-16 ft.,6.4,13.55,10.0,3,10,47,99
20801227,63,51,3442,F,PF,2009-04-15,SAS,NOH,Missed Shot,0,Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0,8.35,3.0,3,9,31,100
